Contract Count,ID,LGA,Population,SEIFA,TargetedGroup,Service,Agency,Indigenous,Year
9,32240-01,Deniliquin,7437,21,360 Daily living assistance (multiple needs),A01.4 Daily living support,FACS,Non Indigenous,"""2015"""
9,32240-01,Greater Hume,10258,63,360 Daily living assistance (multiple needs),A01.4 Daily living support,FACS,Non Indigenous,"""2015"""
9,32240-01,Griffith,25811,48,360 Daily living assistance (multiple needs),A01.4 Daily living support,FACS,Non Indigenous,"""2015"""
9,32240-01,Gundagai,3755,42,360 Daily living assistance (multiple needs),A01.4 Daily living support,FACS,Non Indigenous,"""2015"""
9,32240-01,Hay,2989,14,360 Daily living assistance (multiple needs),A01.4 Daily living support,FACS,Non Indigenous,"""2015"""
9,32240-01,Jerilderie,1519,66,360 Daily living assistance (multiple needs),A01.4 Daily living support,FACS,Non Indigenous,"""2015"""
9,32240-01,Junee,6297,23,360 Daily living assistance (multiple needs),A01.4 Daily living support,FACS,Non Indigenous,"""2015"""
9,32240-01,Leeton,11595,33,360 Daily living assistance (multiple needs),A01.4 Daily living support,FACS,Non Indigenous,"""2015"""
9,32240-01,Lockhart,3080,67,360 Daily living assistance (multiple needs),A01.4 Daily living support,FACS,Non Indigenous,"""2015"""
9,32240-01,Murray,7466,56,360 Daily living assistance (multiple needs),A01.4 Daily living support,FACS,Non Indigenous,"""2015"""
9,32240-01,Murrumbidgee,2528,17,360 Daily living assistance (multiple needs),A01.4 Daily living support,FACS,Non Indigenous,"""2015"""
9,32240-01,Narrandera,5961,12,360 Daily living assistance (multiple needs),A01.4 Daily living support,FACS,Non Indigenous,"""2015"""
9,32240-01,Temora,6050,30,360 Daily living assistance (multiple needs),A01.4 Daily living support,FACS,Non Indigenous,"""2015"""
9,32240-01,Tumbarumba,3578,39,360 Daily living assistance (multiple needs),A01.4 Daily living support,FACS,Non Indigenous,"""2015"""
9,32240-01,Tumut,11375,27,360 Daily living assistance (multiple needs),A01.4 Daily living support,FACS,Non Indigenous,"""2015"""
9,32240-01,Urana,1147,20,360 Daily living assistance (multiple needs),A01.4 Daily living support,FACS,Non Indigenous,"""2015"""
9,32240-01,Wagga Wagga,62799,71,360 Daily living assistance (multiple needs),A01.4 Daily living support,FACS,Non Indigenous,"""2015"""
9,32240-01,Wakool,3990,54,360 Daily living assistance (multiple needs),A01.4 Daily living support,FACS,Non Indigenous,"""2015"""
9,32902-01,Armidale Dumaresq,25327,67,214 Families (aged or disability care),A02.6 Carer support,FACS,Indigenous,"""2015"""
9,32902-01,Glen Innes Severn,8966,13,214 Families (aged or disability care),A02.6 Carer support,FACS,Indigenous,"""2015"""
9,32902-01,Gunnedah,12826,28,214 Families (aged or disability care),A02.6 Carer support,FACS,Indigenous,"""2015"""
9,32902-01,Guyra,4619,18,214 Families (aged or disability care),A02.6 Carer support,FACS,Indigenous,"""2015"""
9,32902-01,Gwydir,5080,25,214 Families (aged or disability care),A02.6 Carer support,FACS,Indigenous,"""2015"""
9,32902-01,Inverell,16846,12,214 Families (aged or disability care),A02.6 Carer support,FACS,Indigenous,"""2015"""
9,32902-01,Liverpool Plains,7819,13,214 Families (aged or disability care),A02.6 Carer support,FACS,Indigenous,"""2015"""
9,32902-01,Moree Plains,14092,15,214 Families (aged or disability care),A02.6 Carer support,FACS,Indigenous,"""2015"""
9,32902-01,Narrabri,13764,36,214 Families (aged or disability care),A02.6 Carer support,FACS,Indigenous,"""2015"""
9,32902-01,Tamworth,60495,45,214 Families (aged or disability care),A02.6 Carer support,FACS,Indigenous,"""2015"""
9,32902-01,Tenterfield,6980,10,214 Families (aged or disability care),A02.6 Carer support,FACS,Indigenous,"""2015"""
9,32902-01,Uralla,6408,62,214 Families (aged or disability care),A02.6 Carer support,FACS,Indigenous,"""2015"""
9,32902-01,Walcha,3098,55,214 Families (aged or disability care),A02.6 Carer support,FACS,Indigenous,"""2015"""
8,SaS~12105690239~2088,Mosman,30276,99,110 All (general population),A03.1 Prevocational/vocational training,Education,Non Indigenous,"""2015"""
8,SaS~12105690239~2092,Manly,44786,96,110 All (general population),A03.1 Prevocational/vocational training,Education,Non Indigenous,"""2015"""
8,SaS~12499095112~2330,Singleton,23884,76,110 All (general population),A03.1 Prevocational/vocational training,Education,Non Indigenous,"""2015"""
8,SaS~13006824004~2441,Nambucca,19655,6,110 All (general population),A03.1 Prevocational/vocational training,Education,Non Indigenous,"""2015"""
8,SaS~16104341148~2821,Narromine,6854,19,110 All (general population),A03.1 Prevocational/vocational training,Education,Non Indigenous,"""2015"""
8,SaS~30108811687~2871,Forbes,9759,29,110 All (general population),A03.1 Prevocational/vocational training,Education,Non Indigenous,"""2015"""
8,SaS~34145498571~2481,Byron,32119,64,110 All (general population),A03.1 Prevocational/vocational training,Education,Non Indigenous,"""2015"""
8,SaS~43008496928~2428,Great Lakes,36499,17,110 All (general population),A03.1 Prevocational/vocational training,Education,Non Indigenous,"""2015"""
8,1-2912951034,Burwood,36053,79,"215 Families (adoption, foster care, respite)",A02.4 Out of home care,FACS,Non Indigenous,"""2015"""
8,1-2912951034,Canada Bay,87480,90,"215 Families (adoption, foster care, respite)",A02.4 Out of home care,FACS,Non Indigenous,"""2015"""
8,1-2912951034,Canterbury,150626,34,"215 Families (adoption, foster care, respite)",A02.4 Out of home care,FACS,Non Indigenous,"""2015"""
8,1-2912951034,Leichhardt,58136,93,"215 Families (adoption, foster care, respite)",A02.4 Out of home care,FACS,Non Indigenous,"""2015"""
8,1-2912951034,Marrickville,83356,83,"215 Families (adoption, foster care, respite)",A02.4 Out of home care,FACS,Non Indigenous,"""2015"""
8,1-2912951034,Randwick,143776,88,"215 Families (adoption, foster care, respite)",A02.4 Out of home care,FACS,Non Indigenous,"""2015"""
8,1-2912951034,Strathfield,39481,84,"215 Families (adoption, foster care, respite)",A02.4 Out of home care,FACS,Non Indigenous,"""2015"""
8,1-2912951034,Sutherland,225070,89,"215 Families (adoption, foster care, respite)",A02.4 Out of home care,FACS,Non Indigenous,"""2015"""
8,1-2912951034,Woollahra,58619,98,"215 Families (adoption, foster care, respite)",A02.4 Out of home care,FACS,Non Indigenous,"""2015"""
8,1-2913050570,Auburn,85446,41,"215 Families (adoption, foster care, respite)",A02.4 Out of home care,FACS,Non Indigenous,"""2015"""
8,1-2913050570,Blacktown,332424,61,"215 Families (adoption, foster care, respite)",A02.4 Out of home care,FACS,Non Indigenous,"""2015"""
8,1-2913050570,Blue Mountains,79688,82,"215 Families (adoption, foster care, respite)",A02.4 Out of home care,FACS,Non Indigenous,"""2015"""
8,1-2913050570,Hawkesbury,65527,77,"215 Families (adoption, foster care, respite)",A02.4 Out of home care,FACS,Non Indigenous,"""2015"""
8,1-2913050570,Holroyd,111100,60,"215 Families (adoption, foster care, respite)",A02.4 Out of home care,FACS,Non Indigenous,"""2015"""
8,1-2913050570,Parramatta,189932,73,"215 Families (adoption, foster care, respite)",A02.4 Out of home care,FACS,Non Indigenous,"""2015"""
8,1-2913050570,Penrith,194134,71,"215 Families (adoption, foster care, respite)",A02.4 Out of home care,FACS,Non Indigenous,"""2015"""
8,1-2913050570,The Hills,187703,97,"215 Families (adoption, foster care, respite)",A02.4 Out of home care,FACS,Non Indigenous,"""2015"""
8,32204-01,Ballina,41644,65,360 Daily living assistance (multiple needs),A01.4 Daily living support,FACS,Non Indigenous,"""2015"""
8,32204-01,Byron,32119,64,360 Daily living assistance (multiple needs),A01.4 Daily living support,FACS,Non Indigenous,"""2015"""
8,32204-01,Clarence Valley,51003,9,360 Daily living assistance (multiple needs),A01.4 Daily living support,FACS,Non Indigenous,"""2015"""
8,32204-01,Kyogle,9531,8,360 Daily living assistance (multiple needs),A01.4 Daily living support,FACS,Non Indigenous,"""2015"""
8,32204-01,Lismore,44629,43,360 Daily living assistance (multiple needs),A01.4 Daily living support,FACS,Non Indigenous,"""2015"""
8,32204-01,Richmond Valley,22983,5,360 Daily living assistance (multiple needs),A01.4 Daily living support,FACS,Non Indigenous,"""2015"""
8,32204-01,Tweed,91210,45,360 Daily living assistance (multiple needs),A01.4 Daily living support,FACS,Non Indigenous,"""2015"""
8,32285-01,Bellingen,13032,36,214 Families (aged or disability care),A01.3 Community living support,FACS,Non Indigenous,"""2015"""
8,32285-01,Coffs Harbour,72382,46,214 Families (aged or disability care),A01.3 Community living support,FACS,Non Indigenous,"""2015"""
8,32285-01,Gloucester,5064,31,214 Families (aged or disability care),A01.3 Community living support,FACS,Non Indigenous,"""2015"""
8,32285-01,Great Lakes,36499,17,214 Families (aged or disability care),A01.3 Community living support,FACS,Non Indigenous,"""2015"""
8,32285-01,Greater Taree,48941,8,214 Families (aged or disability care),A01.3 Community living support,FACS,Non Indigenous,"""2015"""
8,32285-01,Kempsey,29643,3,214 Families (aged or disability care),A01.3 Community living support,FACS,Non Indigenous,"""2015"""
8,32285-01,Nambucca,19655,6,214 Families (aged or disability care),A01.3 Community living support,FACS,Non Indigenous,"""2015"""
8,32285-01,Port Macquarie-Hastings,77481,49,214 Families (aged or disability care),A01.3 Community living support,FACS,Non Indigenous,"""2015"""
8,32416-01,Blue Mountains,79688,82,360 Daily living assistance (multiple needs),A01.4 Daily living support,FACS,Non Indigenous,"""2015"""
8,32416-01,Hawkesbury,65527,77,360 Daily living assistance (multiple needs),A01.4 Daily living support,FACS,Non Indigenous,"""2015"""
8,32416-01,Lithgow,21249,15,360 Daily living assistance (multiple needs),A01.4 Daily living support,FACS,Non Indigenous,"""2015"""
8,32416-01,Penrith,194134,71,360 Daily living assistance (multiple needs),A01.4 Daily living support,FACS,Non Indigenous,"""2015"""
7,SaS~12499095112~2333,Muswellbrook,17045,51,110 All (general population),A03.1 Prevocational/vocational training,Education,Non Indigenous,"""2015"""
7,SaS~13161368029~2380,Gunnedah,12826,28,110 All (general population),A03.1 Prevocational/vocational training,Education,Non Indigenous,"""2015"""
7,SaS~13161368029~2404,Gwydir,5080,25,110 All (general population),A03.1 Prevocational/vocational training,Education,Non Indigenous,"""2015"""
7,SaS~20201193994~2720,Tumut,11375,27,110 All (general population),A03.1 Prevocational/vocational training,Education,Non Indigenous,"""2015"""
7,SaS~22739148592~2680,Griffith,25811,48,110 All (general population),A03.1 Prevocational/vocational training,Education,Non Indigenous,"""2015"""
7,SaS~34007129964~2705,Leeton,11595,33,110 All (general population),A03.1 Prevocational/vocational training,Education,Non Indigenous,"""2015"""
7,SaS~38119120955~2794,Cowra,12574,16,110 All (general population),A03.1 Prevocational/vocational training,Education,Non Indigenous,"""2015"""
7,SaS~46590341073~2386,Narrabri,13764,36,110 All (general population),A03.1 Prevocational/vocational training,Education,Non Indigenous,"""2015"""
7,1-2912951034,Ashfield,44498,80,"215 Families (adoption, foster care, respite)",A02.4 Out of home care,FACS,Non Indigenous,"""2015"""
7,1-2912951034,Hurstville,85886,78,"215 Families (adoption, foster care, respite)",A02.4 Out of home care,FACS,Non Indigenous,"""2015"""
7,1-2912951034,Kogarah,61030,86,"215 Families (adoption, foster care, respite)",A02.4 Out of home care,FACS,Non Indigenous,"""2015"""
7,1-2912951034,Rockdale,108072,75,"215 Families (adoption, foster care, respite)",A02.4 Out of home care,FACS,Non Indigenous,"""2015"""
7,1-2912951034,Waverley,71769,92,"215 Families (adoption, foster care, respite)",A02.4 Out of home care,FACS,Non Indigenous,"""2015"""
7,1-2912951640,Liverpool,199928,58,"215 Families (adoption, foster care, respite)",A02.4 Out of home care,FACS,Non Indigenous,"""2015"""
7,32222-01,Cessnock,54979,19,360 Daily living assistance (multiple needs),A05.2 Residential care (disabilities),FACS,Non Indigenous,"""2015"""
7,32222-01,Dungog,9108,63,360 Daily living assistance (multiple needs),A05.2 Residential care (disabilities),FACS,Non Indigenous,"""2015"""
7,32222-01,Lake Macquarie,202676,69,360 Daily living assistance (multiple needs),A05.2 Residential care (disabilities),FACS,Non Indigenous,"""2015"""
7,32222-01,Maitland,75170,70,360 Daily living assistance (multiple needs),A05.2 Residential care (disabilities),FACS,Non Indigenous,"""2015"""
7,32222-01,Muswellbrook,17045,51,360 Daily living assistance (multiple needs),A05.2 Residential care (disabilities),FACS,Non Indigenous,"""2015"""
7,32222-01,Newcastle,160021,72,360 Daily living assistance (multiple needs),A05.2 Residential care (disabilities),FACS,Non Indigenous,"""2015"""
7,32222-01,Port Stephens,69728,58,360 Daily living assistance (multiple needs),A05.2 Residential care (disabilities),FACS,Non Indigenous,"""2015"""
7,32222-01,Singleton,23884,76,360 Daily living assistance (multiple needs),A05.2 Residential care (disabilities),FACS,Non Indigenous,"""2015"""
7,32222-01,Upper Hunter,14658,56,360 Daily living assistance (multiple needs),A05.2 Residential care (disabilities),FACS,Non Indigenous,"""2015"""
7,32332-01,Ashfield,44498,80,360 Daily living assistance (multiple needs),A01.4 Daily living support,FACS,Non Indigenous,"""2015"""
7,32332-01,Burwood,36053,79,360 Daily living assistance (multiple needs),A01.4 Daily living support,FACS,Non Indigenous,"""2015"""
7,32332-01,Canada Bay,87480,90,360 Daily living assistance (multiple needs),A01.4 Daily living support,FACS,Non Indigenous,"""2015"""
7,32332-01,Canterbury,150626,34,360 Daily living assistance (multiple needs),A01.4 Daily living support,FACS,Non Indigenous,"""2015"""
7,32332-01,Leichhardt,58136,93,360 Daily living assistance (multiple needs),A01.4 Daily living support,FACS,Non Indigenous,"""2015"""
7,32332-01,Marrickville,83356,83,360 Daily living assistance (multiple needs),A01.4 Daily living support,FACS,Non Indigenous,"""2015"""
7,32332-01,Strathfield,39481,84,360 Daily living assistance (multiple needs),A01.4 Daily living support,FACS,Non Indigenous,"""2015"""
7,32920-01,Blue Mountains,79688,82,360 Daily living assistance (multiple needs),A01.3 Community living support,FACS,Non Indigenous,"""2015"""
7,32920-01,Hawkesbury,65527,77,360 Daily living assistance (multiple needs),A01.3 Community living support,FACS,Non Indigenous,"""2015"""
7,32920-01,Lithgow,21249,15,360 Daily living assistance (multiple needs),A01.3 Community living support,FACS,Non Indigenous,"""2015"""
7,32920-01,Penrith,194134,71,360 Daily living assistance (multiple needs),A01.3 Community living support,FACS,Non Indigenous,"""2015"""
6,SaS~16104341148~2421,Dungog,9108,63,110 All (general population),A03.1 Prevocational/vocational training,Education,Non Indigenous,"""2015"""
